t,o,h,l,c,v
1761869700000,3812.37,3812.53,3810.84,3810.84,73.8622
1761870600000,3809.2,3809.2,3808.44,3808.84,4.6515
1761871500000,3823.7,3824.42,3823.7,3824.42,57.9647
1761872400000,3832.0,3832.6,3832.0,3832.2,6.0264
1761873300000,3852.97,3852.97,3851.63,3851.64,12.1248
1761874200000,3849.18,3849.18,3848.69,3848.69,4.7483
1761875100000,3838.22,3839.19,3838.22,3839.19,20.8378
1761876000000,3846.96,3846.96,3846.78,3846.79,3.7016
1761876900000,3824.01,3829.0,3824.01,3828.22,447.0449
1761877800000,3837.24,3838.0,3837.24,3837.99,7.8745
1761878700000,3818.34,3818.66,3818.34,3818.66,2.6355
1761879600000,3821.26,3822.38,3821.26,3821.35,25.9631
1761880500000,3831.68,3831.68,3831.67,3831.68,0.2277
1761881400000,3827.56,3827.56,3827.55,3827.56,2.3699
1761882300000,3819.36,3822.18,3819.36,3821.71,129.2862
1761883200000,3829.16,3829.9,3829.16,3829.9,7.5739
1761884100000,3863.88,3863.88,3863.04,3863.04,22.0342
1761885000000,3862.36,3862.99,3862.36,3862.99,5.3019
1761885900000,3866.04,3866.34,3866.03,3866.33,1.5641
1761886800000,3862.62,3862.62,3862.02,3862.02,6.9332
1761887700000,3856.9,3856.96,3856.89,3856.96,1.0874
1761888600000,3856.63,3856.64,3856.0,3856.0,3.3857
1761889500000,3850.24,3850.85,3850.24,3850.85,2.3477
1761890400000,3850.51,3851.38,3850.51,3851.38,455.4933
1761891300000,3835.51,3835.51,3834.8,3834.81,16.2656
1761892200000,3834.28,3834.28,3834.28,3834.28,0.5022
1761893100000,3824.99,3825.37,3824.99,3825.37,8.1568
1761894000000,3831.25,3832.3,3829.8,3830.45,173.8611
1761894900000,3839.36,3839.36,3838.78,3838.78,2.9632
1761895800000,3836.05,3836.59,3836.05,3836.58,5.1225
1761896700000,3826.47,3827.47,3826.47,3827.14,136.3464
1761897600000,3831.49,3831.5,3830.96,3830.96,85.812
1761898500000,3819.89,3820.38,3819.89,3820.35,6.0875
1761899400000,3838.83,3838.83,3838.18,3838.18,3.3079
1761900300000,3838.99,3839.0,3838.99,3839.0,2.0252
1761901200000,3852.1,3852.11,3852.1,3852.11,0.3072
1761902100000,3849.47,3849.48,3849.47,3849.47,0.6083
1761903000000,3841.91,3842.03,3841.91,3842.03,2.0018
1761903900000,3847.02,3847.03,3847.02,3847.03,1.704
1761904800000,3845.0,3845.61,3845.0,3845.6,5.9839
1761905700000,3842.96,3842.96,3842.95,3842.95,1.1718
1761906600000,3843.81,3843.81,3843.5,3843.64,30.9887
1761907500000,3852.43,3852.43,3852.01,3852.1,14.7624
1761908400000,3835.83,3835.83,3835.58,3835.58,0.8009
1761909300000,3830.95,3830.95,3830.09,3830.1,83.5995
1761910200000,3835.1,3835.12,3835.1,3835.12,3.7748
1761911100000,3842.58,3843.08,3842.58,3843.07,18.1739
1761912000000,3874.01,3874.01,3873.73,3873.73,1.0032
1761912900000,3868.02,3868.03,3868.02,3868.03,7.7387
1761913800000,3870.89,3870.9,3870.89,3870.9,0.0889
1761914700000,3845.73,3846.0,3845.73,3846.0,1.8667
1761915600000,3836.18,3836.87,3836.18,3836.86,7.4532
1761916500000,3852.0,3853.22,3852.0,3852.98,44.9388
1761917400000,3857.4,3857.4,3856.0,3856.0,29.1911
1761918300000,3835.39,3836.78,3835.38,3836.78,45.1047
1761919200000,3860.45,3860.64,3857.42,3857.42,179.975
1761920100000,3848.67,3848.68,3847.26,3847.99,91.1952
1761921000000,3853.12,3853.12,3850.5,3850.5,59.6615
1761921900000,3851.96,3852.34,3851.6,3851.68,33.9788
1761922800000,3868.86,3869.41,3868.63,3869.21,90.3451
1761923700000,3875.4,3876.63,3874.7,3876.4,117.7261
1761924600000,3862.56,3862.56,3861.78,3861.79,33.8211
1761925500000,3869.12,3869.13,3866.82,3866.84,50.313
1761926400000,3860.99,3860.99,3858.64,3858.64,22.3671
1761927300000,3852.9,3852.9,3852.17,3852.17,7.8405
1761928200000,3861.66,3861.66,3860.6,3861.22,49.9857
1761929100000,3849.56,3849.56,3849.0,3849.0,9.6877
1761930000000,3822.67,3822.67,3821.41,3821.42,20.4497
1761930900000,3818.36,3818.96,3818.02,3818.96,16.707
1761931800000,3822.15,3822.15,3821.01,3821.94,50.0862
1761932700000,3823.42,3823.42,3823.41,3823.42,5.7333
1761933600000,3828.17,3830.43,3828.17,3830.43,49.1533
1761934500000,3828.43,3829.23,3828.42,3829.22,15.0069
1761935400000,3823.42,3824.04,3823.1,3823.1,11.6328
1761936300000,3861.27,3861.27,3859.61,3859.86,31.7357
1761937200000,3852.89,3852.89,3851.32,3851.53,17.3734
1761938100000,3848.78,3848.78,3848.2,3848.2,8.1997
1761939000000,3874.51,3874.51,3873.61,3874.39,12.0842
1761939900000,3893.28,3902.47,3885.08,3886.15,6564.1099
1761940800000,3886.14,3893.29,3876.97,3888.38,4477.6489
1761941700000,3888.39,3890.56,3882.57,3887.37,1933.1645
1761942600000,3887.37,3889.16,3874.06,3874.53,3356.9541
1761943500000,3874.54,3882.27,3857.05,3861.08,5745.9485
1761944400000,3861.08,3866.8,3841.31,3843.53,4868.7398
1761945300000,3843.52,3855.27,3842.97,3852.43,3302.1364
1761946200000,3852.43,3862.75,3845.03,3858.2,4046.5807
1761947100000,3858.19,3864.35,3855.6,3862.18,2664.5088
1761948000000,3862.18,3862.18,3861.2,3861.21,72.5057
